STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IBT,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,IDA & IBRD total,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,79.3978805541992,79.8128204345703,81.243522644043,78.8487167358398,79.5561599731445,81.3968276977539,80.3542861938477,79.5678863525391,79.680061340332
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GHA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Ghana,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,74.2070236206055,73.0336685180664,73.8339080810547,73.7435531616211,76.2140808105469,81.3381195068359,75.7145385742188,71.8786163330078,70.8494110107422,68.6770782470703,70.036506652832,70.4147810284004,70.4125610413082,71.6922755472693,72.7792737172526,72.3086266352074,73.6773648763679,75.7489744473505,76.1511252245238,77.1097816332635,64.9419415264429,,78.1662999811127,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Low income,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,58.8206901550293,57.533130645752,54.7438697814941,54.0196914672852,55.4375114440918,56.0863914489746,58.2177581787109,59.2665100097656,60.3431091308594,63.8026695251465,59.7304000854492,54.9352416992188,55.6172904968262,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYM,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Cayman Islands,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,100.0,100.0,,,99.5815887451172,99.636360168457,99.6835403442383,,98.3379516601562,,,99.7245179063361,99.0415335463259,,,,,,100.0,100.0,99.9710234713736,100.0,100.0,98.9159891598916,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CYP,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Cyprus,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Turkmenistan,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,99.4064268736293,99.7930005914269,99.6788478667219,,,99.3622319627706
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NRU,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Nauru,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,36.363639831543,,,,,,,,,100.0,,,,,,88.0,,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Moldova,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KWT,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Kuwait,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,100.0,100.0,,,100.0,,,100.0,100.0,,,,,,,,,,,,,100.0,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,South Africa,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LCA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,St. Lucia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,56.2670288085938,,,,57.5342483520508,57.0414199829102,,56.5883598327637,58.0838317871094,61.018711018711,63.8629283489097,64.6694214876033,68.8391038696538,71.0604558969276,71.8475073313783,,72.771792360431,76.5407554671968,73.75249500998,71.0629921259843,,72.6933822631836,68.2994537353516,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BTN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Bhutan,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,,,,,,,,,83.2725601196289,,,,,,,100.0,100.0,100.0,100.0,,,97.5921849201981,97.57687402579,97.8842030021444,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,RUS,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Russian Federation,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,80.1106796264648,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BOL,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Bolivia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,69.1115218730746,72.2067070817156,78.3934252386002,81.7686240438834,83.4077653724379,85.2681438664098,86.0233644859813,87.0815359377848,87.691826801423,88.8937028460447,88.7500551251709,89.1565231072905,90.1326431575542,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Georgia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,81.957763671875,,,,,,,,95.0951919555664,94.7150421142578,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Barbados,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,63.8211402893066,66.8312835693359,71.0743789672852,75.037712097168,77.8421401977539,62.8164596557617,60.4599418640137,57.132869720459,,,,,,,,,52.3037542662116,54.8947849954254,47.4020054694622,48.8542621448213,51.9230769230769,52.1922428330523,51.3157894736842,50.6043513295729,51.0350318471338,53.6173633440514
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TCA,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Turks and Caicos Islands,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,46.1538505554199,,,97.2602691650391,,,,,,,,,,,,97.6190490722656,,98.0544747081712,97.0338983050847,,96.3709716796875,96.6029663085938,94.7791213989258,93.3085501858736,95.9259259259259
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VEN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,"Venezuela, RB",Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,88.4102096557617,88.2997817993164
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NAC,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,North America,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,99.9081726074219,99.875129699707,99.8661117553711,99.8713912963867,99.4882736206055,99.8492965698242,99.6681137084961,99.8473587036133,99.4856567382812,99.4457168579102,99.4233627319336,99.3839721679688,99.382080078125,99.3589706420898,99.6316070556641,99.6436004638672,99.6040496826172,99.452751159668,99.5348815917969,99.4796981811523,99.4964065551758,99.4897384643555,99.0835876464844,98.658447265625,98.5651321411133,98.3589172363281
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TEC,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Europe & Central Asia (IDA & IBRD),Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,87.8893280029297,86.523193359375,85.9750137329102,85.1703262329102,,85.6744079589844,86.1227722167969,86.6331100463867
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HPC,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Heavily indebted poor countries (HIPC),Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,57.9400405883789,55.9652290344238,52.3874702453613,52.1560707092285,52.4640007019043,52.5711784362793,54.7472496032715,55.6739616394043,57.4549293518066,60.4321517944336,58.0134391784668,54.9225807189941,56.1884117126465,55.1360015869141,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Central African Republic,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,45.3539199829102,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLE,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Sierra Leone,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,61.2074012756348,62.6393203735352,64.2503466032878,,70.3300722318735,,,50.2223686377862,73.0465202327694,52.1175684702739,82.8883099967437,,65.4987335205078,82.8404699944799
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CUB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Cuba,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,94.4442672729492,87.1585922241211,94.0918426513672,84.1240386962891,84.5605392456055,78.53955078125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TTO,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Trinidad and Tobago,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,91.0244598388672,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PSE,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,West Bank and Gaza,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GIN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Guinea,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,90.8098602294922,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HKG,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,"Hong Kong SAR, China",Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,80.4672088623047,82.2499923706055,84.2918701171875,86.6588516235352,87.7927627563477,90.6987762451172,92.8972778320312,95.0265197753906,94.3087463378906,93.9836273193359,93.3192596435547,94.1655181466168,94.5666277410147,93.7765466297322,95.0009700575567,96.1339700399032,96.5729320835389,96.9231280976616,97.2103073499532,97.0005786664952,96.219001610306,95.7438686897605,95.0913098236776,93.304078797828,90.5712472231038,89.0807500473515
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SUR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Suriname,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,66.096076965332,70.1516799926758,68.8910675048828,69.652473449707,69.331428527832,71.2628631591797,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Solomon Islands,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,70.8127208480565,,69.8195419311523,,,76.4759309718438,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VGB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,British Virgin Islands,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,63.1578903198242,,,,71.7647094726562,,,,,,,,,,,,88.8446215139442,,,99.1967871485944,67.910447761194,69.4656488549618,67.96875,47.5083056478405,72.8205128205128,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ABW,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Aruba,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,100.0,100.0,100.0,95.8785171508789,95.1983337402344,91.8326721191406,93.2432403564453,,98.9189224243164,96.2025299072266,96.2406005859375,95.8333282470703,95.8558578491211,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,OMN,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Oman,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,99.9611282348633,100.0,100.0,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,98.0869363086936,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Syrian Arab Republic,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,89.7839965820312,,,,,,,,,,,,,,,,,,,,,,,,44.1741790771484,34.5171813964844
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Côte d’Ivoire,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HRV,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Croatia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Cambodia,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,99.576057434082,99.0453186035156,,,,98.9656372070312,99.3555374145508,,,,,,,,,,,,,,100.0,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Albania,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,52.3922835047166,67.0058826055219,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JOR,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Jordan,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MHL,WB_WDI_SE_SEC_TCAQ_ZS,_T,_T,_T,PT,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,Trained teachers in secondary education (% of total teachers),0,WB_WDI,PU,A,Annual,Marshall Islands,Trained teachers in secondary education (% of total teachers),Total,All age ranges or no breakdown by age,Total,Percentage,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,52.6954177897574,55.3899082568807,77.7148925294967,73.6917328858291,65.2173913043478,74.4471744471744
