STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CRI,Costa Rica,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CZE,Czechia,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,EST,Estonia,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,DEU,Germany,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ITA,Italy,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,JPN,Japan,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,KOR,Korea,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,LTU,Lithuania,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,MEX,Mexico,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,NLD,Netherlands,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,POL,Poland,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CHE,Switzerland,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKB,England,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BGR,Bulgaria,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ARG,Argentina,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,L,Missing value; data exist but were not collected,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SWE,Sweden,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKB,England,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,,,M,Missing value; data cannot exist,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BGR,Bulgaria,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1520,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,POL,Poland,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,178,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,178,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SVK,Slovak Republic,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,183,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SVN,Slovenia,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,190,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ESP,Spain,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,176,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CHE,Switzerland,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,187.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,TUR,Türkiye,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,179.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKB,England,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,190,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKM,Scotland,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,190,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,USA,United States,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,178.15502,,A,Normal value,,,OBS,Observed,2021,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,EU25,European Union (25 countries),WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,177.95455,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,OECD,OECD,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,183.00293,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BRA,Brazil,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,200,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BGR,Bulgaria,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,160,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,PER,Peru,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,168,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ROU,Romania,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,171,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BEFL,Flemish Community,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,176,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BEFR,French Community,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,177,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CAN,Canada,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,184.41728,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CHL,Chile,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,180,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,COL,Colombia,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,188,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CRI,Costa Rica,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,198,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CZE,Czechia,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,191,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,EST,Estonia,WKT_STA_TCH,Statutory teaching time,D_Y,Days per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,172,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,PRT,Portugal,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,956.33333,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ESP,Spain,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1137.1505,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SWE,Sweden,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1360,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,TUR,Türkiye,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,798,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKM,Scotland,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1080,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,PER,Peru,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,967.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ROU,Romania,WKT_STA_WKS,Statutory working time required at school,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,513,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,BEFR,French Community,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,962,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CHL,Chile,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1980,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,COL,Colombia,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1720,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CZE,Czechia,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1688,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,DNK,Denmark,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1642.8,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,EST,Estonia,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1540,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,FRA,France,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1607,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,DEU,Germany,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1778,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,HUN,Hungary,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1664,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ISL,Iceland,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1704,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ISR,Israel,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1216.09448,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,JPN,Japan,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1728.3,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,KOR,Korea,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1520,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,LVA,Latvia,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1320,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,LTU,Lithuania,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1512,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,LUX,Luxembourg,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1402.4,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,NLD,Netherlands,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1659,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,NOR,Norway,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1687.5,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,POL,Poland,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1424,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,PRT,Portugal,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1342,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SVK,Slovak Republic,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1590,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,ESP,Spain,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1405.76557,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,SWE,Sweden,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1767,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,CHE,Switzerland,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1810,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,TUR,Türkiye,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1584,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKB,England,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1265,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,UKM,Scotland,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1365,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,EU25,European Union (25 countries),WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1510.66475,,A,Normal value,,,OBS,Observed,2023,,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT@DF_STA_TCH(2.0),Teachers' statutory teaching and working time,I,OECD,OECD,WKT_STA_WKT,Total statutory working time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,1560.34077,,A,Normal value,,,OBS,Observed,2023,,0,Zero
